,userNr,userId,file_name,N,S,V,Nprec,Nrec,Nfsc,Sprec,Srec,Sfsc,Vprec,Vrec,Vfsc,Err%,Noise%
132,1021,616b00a811601579e9c2816c,1630737.138,663,0,18,0.9794628751974723,0.9351432880844646,0.9567901234567902,0.0,0.0,0.0,0.10344827586206896,0.16666666666666666,0.1276595744680851,8.5,62.99559471365639
133,1021,616b00a811601579e9c2816c,1630737.147,729,0,32,1.0,0.9931412894375857,0.9965588437715073,0.0,0.0,0.0,0.8787878787878788,0.90625,0.8923076923076922,1.1,66.49145860709592
134,1021,616b00a811601579e9c2816c,1630737.150,767,0,11,1.0,0.9934810951760105,0.9967298888162198,0.0,0.0,0.0,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8,75.83547557840618
135,1021,616b00a811601579e9c2816c,1630737.186,774,0,7,1.0,0.9715762273901809,0.9855832241153342,0.0,0.0,0.0,0.7,1.0,0.8235294117647058,2.8,58.7708066581306
136,1021,616b00a811601579e9c2816c,1630737.283,637,0,13,0.9837133550488599,0.9481946624803768,0.9656274980015987,0.0,0.0,0.0,0.09090909090909091,0.07692307692307693,0.08333333333333334,6.9,43.84615384615385
137,1022,617509686d4fb48519637743,1630737.021,793,12,1,0.9933774834437086,0.18915510718789408,0.3177966101694915,0.009244992295839754,0.5,0.018154311649016642,0.16666666666666666,1.0,0.2857142857142857,80.5,47.39454094292804
138,1022,617509686d4fb48519637743,1630737.184,798,28,2,1.0,0.35213032581453635,0.5208526413345691,0.007736943907156673,0.14285714285714285,0.014678899082568806,0.06666666666666667,1.0,0.125,65.3,47.22222222222222
139,1023,617509a66d4fb46d3b637744,1630737.034,818,0,4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.2,75.30413625304136
140,1023,617509a66d4fb46d3b637744,1630737.058,807,0,11,0.9975247524752475,0.9987608426270136,0.9981424148606811,0.0,0.0,0.0,1.0,0.8181818181818182,0.9,0.4,46.21026894865526
141,1023,617509a66d4fb46d3b637744,1630737.060,817,0,12,0.9987745098039216,0.9975520195838433,0.998162890385793,0.0,0.0,0.0,1.0,0.9166666666666666,0.9565217391304348,0.4,79.37273823884198
